COPY_ID,route,rendered_on_routes,page_section,component_or_file,source_location,runtime_or_source,visibility_or_state,current_text,type,claim_count,claim_ids,source_or_evidence,status,problem,proposed_action,duplicate_group,human_validation,notes
COPY-CLINICAL-DX-008,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,dx-biopsy-reserved,both,default,"Biópsia reservada | Biópsia hepática ou muscular, antes central, hoje é reservada para casos não resolvidos ou para responder a questões histológicas específicas.",factual,1,COPY-CLINICAL-DX-008.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-DX-009,/analises/bases-clinicas/,/analises/bases-clinicas/,diagnostico,painel-gsds/src/data/clinical/diagnosis.json,dx-nbs-pompe,both,default,"Triagem neonatal para Pompe | Permite reconhecer casos antes da instalação de dano irreversível, embora sua implantação e interpretação ainda variem entre locais.",factual,1,COPY-CLINICAL-DX-009.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-007,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-MGMT-001,/analises/bases-clinicas/,/analises/bases-clinicas/,manejo,painel-gsds/src/data/clinical/management.json,h2 + summary,both,default,"Eixos de manejo atual | O tratamento é específico para cada GSD e exige acompanhamento multidisciplinar. O objetivo transversal é evitar crises metabólicas, preservar órgãos e antecipar complicações crônicas.",factual,1,COPY-CLINICAL-MGMT-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-008,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-MGMT-002,/analises/bases-clinicas/,/analises/bases-clinicas/,manejo,painel-gsds/src/data/clinical/management.json,disclaimer stripped,both,default,Não constitui orientação terapêutica individual.,notice,1,COPY-CLINICAL-MGMT-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-008,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-MGMT-003,/analises/bases-clinicas/,/analises/bases-clinicas/,manejo,painel-gsds/src/data/clinical/management.json,mgmt-hepatic,both,default,"GSDs hepáticas | A base do tratamento é evitar jejum e manter glicemia estável com refeições programadas, carboidratos de liberação lenta e, em várias doenças, amido de milho cru. A composição da dieta varia; planos de emergência para doença intercorrente, cirurgia ou incapacidade de alimentação são essenciais. O controle metabólico reduz crises e melhora crescimento, mas não elimina todas as complicações. Na GSD I, é necessária vigilância de rins, pressão arterial, ossos e lesões hepáticas; adenomas podem surgir principalmente após a puberdade. Transplante hepático é reservado para situações como controle refratário, adenomas de alto risco, carcinoma, cirrose ou falência hepática — corrige o defeito metabólico hepático, mas pode não prevenir ou reverter integralmente doença renal e manifestações extra-hepáticas. Na GSD Ib, a empagliflozina (inibidor de SGLT2) reduz o metabólito tóxico 1,5-anidroglucitol-6-fosfato nos neutrófilos; estudos reunidos em 2023–2024 mostram melhora de neutropenia, função neutrofílica, infecções e manifestações intestinais, exigindo supervisão especializada.",factual,1,COPY-CLINICAL-MGMT-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-008,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-MGMT-004,/analises/bases-clinicas/,/analises/bases-clinicas/,manejo,painel-gsds/src/data/clinical/management.json,mgmt-pompe,both,default,"Doença de Pompe | A reposição enzimática transformou a história natural da doença de Pompe. A alglucosidase alfa prolonga sobrevida, reduz cardiomiopatia e melhora desfechos motores, sobretudo quando iniciada precocemente; formulações de nova geração, como avalglucosidase alfa, buscam aumentar a captação celular. Apesar dos benefícios, a reposição enzimática não é curativa: requer infusões repetidas e pode apresentar resposta incompleta no músculo esquelético, além de reações infusionais e imunogenicidade. Monitoramento cardíaco, respiratório, motor, nutricional e reabilitação permanecem necessários.",factual,1,COPY-CLINICAL-MGMT-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-008,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-MGMT-005,/analises/bases-clinicas/,/analises/bases-clinicas/,manejo,painel-gsds/src/data/clinical/management.json,mgmt-muscular,both,default,"GSDs musculares | O manejo combina prevenção de rabdomiólise, exercício individualizado e estratégias nutricionais específicas. Inatividade completa é indesejável: treinamento aeróbico gradual e supervisionado pode melhorar capacidade oxidativa e tolerância. Na GSD V, aquecimento prolongado e reconhecimento do second wind ajudam a reduzir crises; ingestão de sacarose antes do exercício pode melhorar desempenho em situações selecionadas. Essa estratégia de sacarose pré-esforço não deve ser extrapolada à GSD VII, na qual carboidrato antes do esforço pode piorar a tolerância — o chamado out-of-wind phenomenon.",factual,1,COPY-CLINICAL-MGMT-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-008,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-MGMT-006,/analises/bases-clinicas/,/analises/bases-clinicas/,manejo,painel-gsds/src/pages/analises/bases-clinicas/index.astro,ERT caveat,both,default,"Tratamento não é sinônimo de cura. A reposição enzimática em Pompe, por exemplo, não é curativa segundo a síntese médica.",caveat,1,COPY-CLINICAL-MGMT-006.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-008,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-001,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,h2 + summary,both,default,"Horizonte terapêutico | Terapia gênica e edição genômica procuram corrigir a deficiência de maneira mais duradoura e reduzir a dependência de dieta ou reposição enzimática. Vetores adeno-associados (AAV) são a plataforma mais avançada, com estudos pré-clínicos em GSD I, Pompe, III, IV e V.",factual,1,COPY-CLINICAL-TX-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-002,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,datedQualifier,both,default,Estágios refletem a situação reportada por Koeberl et al. (2024) e não devem ser interpretados como status regulatório atual.,caveat,1,COPY-CLINICAL-TX-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-003,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,tx-gene-gsd-ia,both,default,"Terapia gênica — GSD Ia: | Segundo Koeberl et al. (2024), a terapia gênica para GSD Ia havia avançado de um estudo de fase I/II com reposição de G6PC1 por AAV8 para um ensaio de fase III.",factual,1,COPY-CLINICAL-TX-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-004,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,tx-gene-pompe,both,default,"Terapia gênica — Pompe: | Em Pompe, estudos iniciais avaliavam estratégias hepáticas capazes de secretar GAA e abordagens direcionadas ao músculo (status conforme Koeberl et al., 2024).",factual,1,COPY-CLINICAL-TX-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-005,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,tx-genome-editing,both,default,"Edição genômica: | Pode oferecer expressão mais estável por integrar ou corrigir a sequência no DNA cromossômico, mas introduz riscos próprios, incluindo alterações fora do alvo e efeitos de quebras de dupla fita. Abordagens promissoras, porém dependentes de comprovação de durabilidade e segurança em longo prazo.",factual,1,COPY-CLINICAL-TX-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-006,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/pages/analises/bases-clinicas/index.astro,h3 Obstáculos reportados,both,default,Obstáculos reportados,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-OBS-001,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,obs-transgene-loss,both,default,"Perda de expressão do transgene, especialmente quando o fígado cresce após tratamento precoce.",factual,1,COPY-CLINICAL-TX-OBS-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-OBS-002,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,obs-immune,both,default,Respostas imunes ao capsídeo viral ou ao produto do transgene.,factual,1,COPY-CLINICAL-TX-OBS-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-OBS-003,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,obs-high-dose,both,default,Necessidade de doses elevadas para alcançar músculo esquelético e coração.,factual,1,COPY-CLINICAL-TX-OBS-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-OBS-004,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,obs-preexisting-abs,both,default,Anticorpos preexistentes que podem impedir o tratamento ou a redosagem.,factual,1,COPY-CLINICAL-TX-OBS-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-OBS-005,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,obs-hepatotoxicity,both,default,Hepatotoxicidade e outras toxicidades relacionadas ao vetor.,factual,1,COPY-CLINICAL-TX-OBS-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-OBS-006,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,obs-integration,both,default,Risco teórico de integração genômica e tumorigenicidade.,factual,1,COPY-CLINICAL-TX-OBS-006.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-TX-OBS-007,/analises/bases-clinicas/,/analises/bases-clinicas/,terapias-emergentes,painel-gsds/src/data/clinical/therapy-horizon.json,obs-multi-organ,both,default,Dificuldade de corrigir simultaneamente múltiplos órgãos.,factual,1,COPY-CLINICAL-TX-OBS-007.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-GAP-001,/analises/bases-clinicas/,/analises/bases-clinicas/,lacunas,painel-gsds/src/data/clinical/clinical-gaps.json,h2 + summary publicClinicalText,both,default,Lacunas clínicas e prioridades | Principais necessidades do campo conforme a seção Lacunas e prioridades da síntese médica. Sem mapeamento a empresas ou produtos comerciais.,metodologia,1,COPY-CLINICAL-GAP-001.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-010,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-GAP-002,/analises/bases-clinicas/,/analises/bases-clinicas/,lacunas,painel-gsds/src/data/clinical/clinical-gaps.json,gap-early-equitable-dx,both,default,1. Diagnóstico mais precoce e equitativo | — Maior acesso a genética e expansão criteriosa da triagem neonatal.,factual,1,COPY-CLINICAL-GAP-002.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-010,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-GAP-003,/analises/bases-clinicas/,/analises/bases-clinicas/,lacunas,painel-gsds/src/data/clinical/clinical-gaps.json,gap-longitudinal-registries,both,default,"2. Registros longitudinais padronizados | — Capazes de estimar epidemiologia, história natural e desfechos em populações diversas.",factual,1,COPY-CLINICAL-GAP-003.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-010,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-GAP-004,/analises/bases-clinicas/,/analises/bases-clinicas/,lacunas,painel-gsds/src/data/clinical/clinical-gaps.json,gap-patient-centered-outcomes,both,default,"3. Desfechos centrados no paciente | — Incluindo qualidade de vida, fadiga, carga dietética, impacto escolar/profissional e autonomia.",factual,1,COPY-CLINICAL-GAP-004.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-010,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-GAP-005,/analises/bases-clinicas/,/analises/bases-clinicas/,lacunas,painel-gsds/src/data/clinical/clinical-gaps.json,gap-harmonized-surveillance,both,default,"4. Protocolos de vigilância harmonizados | — Especialmente para adenomas e carcinoma hepático, doença renal, fibrose, cardiomiopatia e insuficiência respiratória.",factual,1,COPY-CLINICAL-GAP-005.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-010,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-GAP-006,/analises/bases-clinicas/,/analises/bases-clinicas/,lacunas,painel-gsds/src/data/clinical/clinical-gaps.json,gap-durable-multisystem-therapy,both,default,"5. Terapias multissistêmicas e duráveis | — Que ultrapassem as limitações de dieta, transplante e reposição enzimática.",factual,1,COPY-CLINICAL-GAP-006.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-010,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-GAP-007,/analises/bases-clinicas/,/analises/bases-clinicas/,lacunas,painel-gsds/src/pages/analises/bases-clinicas/index.astro,no empresas caveat,both,default,"Sem empresas, rankings ou oportunidades comerciais nesta seção.",caveat,1,COPY-CLINICAL-GAP-007.C01,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-010,supported,NONE,keep,NONE,NONE,NONE
COPY-CLINICAL-FOOT-001,/analises/bases-clinicas/,/analises/bases-clinicas/,limitacoes-e-fontes,painel-gsds/src/pages/analises/bases-clinicas/index.astro,EvidenceFooter limitations+source,both,default,"Esta página é síntese editorial da síntese médica; não é protocolo clínico. | Achados de um subtipo não se generalizam a todas as GSDs. | Ausência de órgão ou prevalência na matriz não significa ausência clínica. | Status de terapia emergente reflete o panorama datado da síntese médica, não atualização regulatória.",metodologia,4,COPY-CLINICAL-FOOT-001.C01 | COPY-CLINICAL-FOOT-001.C02 | COPY-CLINICAL-FOOT-001.C03 | COPY-CLINICAL-FOOT-001.C04,EV-SOT-MED-001 | EV-CLAIM-CLM-CLINICAL-009,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-SEO-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,seo,painel-gsds/src/pages/analises/impacto-socioeconomico/index.astro,title,both,default,Impacto socioeconômico das glicogenoses,SEO,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,DUP-SOCIO-TITLE,NONE,NONE
COPY-SOCIO-SEO-002,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,seo,painel-gsds/src/pages/analises/impacto-socioeconomico/index.astro,description,both,default,"Carga sobre pacientes e cuidadores, camadas de custo, estrutura de mercado observada e limites da evidência brasileira.",SEO,1,COPY-SOCIO-SEO-002.C01,EV-SOT-SOC-001,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-CRUMB-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,breadcrumbs,painel-gsds/src/pages/analises/impacto-socioeconomico/index.astro,Breadcrumbs,both,default,Início | Análises | Impacto socioeconômico,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-HEADER-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,header,painel-gsds/src/pages/analises/impacto-socioeconomico/index.astro,ResearchHeader,both,default,"Análise socioeconômica | Impacto socioeconômico das glicogenoses | Carga sobre pacientes, cuidadores e sistemas de saúde — e o que o mercado observado realmente captura.",editorial,1,COPY-SOCIO-HEADER-001.C01,EV-SOT-SOC-001,supported,NONE,keep,DUP-SOCIO-TITLE,NONE,NONE
COPY-SOCIO-NAV-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,in-page-nav,painel-gsds/src/pages/analises/impacto-socioeconomico/index.astro,sections,both,default,Carga | Cuidador | Camadas de custo | Brasil | Segmentos | Dimensionamento | Lacunas | Limitações e fontes,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-BURDEN-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,carga,painel-gsds/src/data/socioeconomic/burden.json,title + summary,both,default,"Carga socioeconômica desigual | A carga das glicogenoses ultrapassa sintomas clínicos e incorpora manejo cotidiano, cuidado informal, restrição funcional e barreiras de acesso; a mensuração é desigual entre tipos.",factual,1,COPY-SOCIO-BURDEN-001.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-001,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-BURDEN-002,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,carga,painel-gsds/src/components/socioeconomic/BurdenOverview.astro,ACTOR_LABEL,both,default,Paciente | Sistema de saúde | Cuidador | Família,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,Runtime atual renderiza Paciente e Sistema de saúde. Cuidador e Família permanecem no mapa ACTOR_LABEL (source); o h2 de cuidador é COPY-SOCIO-CARE-001.
COPY-SOCIO-BURDEN-003,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,carga,painel-gsds/src/data/socioeconomic/burden.json,brd-hepatic-home-care,both,default,"GSDs hepáticas, especialmente GSD I. | Parte expressiva do tratamento ocorre no domicílio; a tolerância ao jejum pode ser de apenas 2 a 4 horas, exigindo administração recorrente de amido de milho cru e, em alguns casos, alimentação ou vigilância noturna. | Estado: Observado | Evidência destacada para GSD I; não generalizar a todas as GSDs hepáticas sem suporte adicional.",factual,1,COPY-SOCIO-BURDEN-003.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-BURDEN-004,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,carga,painel-gsds/src/data/socioeconomic/burden.json,brd-gsd-i-night-feeding,both,default,"GSD I — adultos alemães no estudo citado. | Entre adultos alemães com GSD I, 41,2% dependiam de alimentação enteral noturna e 60,6% relataram hipoglicemia noturna em seis meses. | Estado: Observado | Amostra e geografia específicas (adultos alemães); não é taxa universal de GSD I.",factual,1,COPY-SOCIO-BURDEN-004.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-BURDEN-005,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,carga,painel-gsds/src/data/socioeconomic/burden.json,brd-mcardle-delay,both,default,"GSD V — McArdle (estudo citado). | Atraso diagnóstico mediano de 29 anos, com 90% dos pacientes recebendo diagnóstico incorreto anteriormente; o custo pode se manifestar menos por hospitalização e mais por atraso diagnóstico, restrição laboral e perda de autonomia. | Estado: Observado | Achado específico de McArdle e do estudo; não é mediana universal das GSDs.",factual,1,COPY-SOCIO-BURDEN-005.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-BURDEN-006,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,carga,painel-gsds/src/data/socioeconomic/burden.json,brd-pompe-lopd-delay,both,default,"Pompe de início tardio. | Atrasos diagnósticos de aproximadamente 9 a 12 anos foram documentados; o diagnóstico tardio prolonga investigações, permite progressão funcional e posterga o acesso ao manejo apropriado. | Estado: Observado | Escopo restrito à forma de início tardio e aos estudos citados.",factual,1,COPY-SOCIO-BURDEN-006.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-BURDEN-007,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,carga,painel-gsds/src/data/socioeconomic/burden.json,brd-unequal-measurement,both,default,"GSD I, III, V e IX versus Pompe. | Para GSD I, III, V e IX, não foram localizadas estimativas comparáveis de horas de cuidado, perda de renda ou despertares noturnos. Essa ausência representa falta de mensuração, não ausência de impacto. | Estado: Evidência limitada | Ausência de mensuração não deve ser lida como ausência de carga.",factual,1,COPY-SOCIO-BURDEN-007.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-CARE-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,cuidador,painel-gsds/src/components/socioeconomic/CaregiverBurden.astro,h2 + intro,both,default,"Carga do cuidador e da rede informal | Quando a evidência descreve horas de cuidado ou impacto mental, o recorte de doença e instrumento permanece explícito — sem extrapolar para toda a família das glicogenoses (GSDs).",metodologia,1,COPY-SOCIO-CARE-001.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-CARE-002,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,cuidador,painel-gsds/src/components/socioeconomic/CaregiverBurden.astro,empty state,source,caregiver.length === 0 — not current (2 findings exist),Nenhum achado específico de cuidador foi estruturado nesta síntese.,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-CARE-003,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,cuidador,painel-gsds/src/data/socioeconomic/burden.json,brd-pompe-caregiver-hours,both,default,"Pompe — estudo de cuidado informal | Um estudo estimou 17,7 horas semanais de cuidado informal, chegando a 25,6 horas quando o paciente utilizava cadeira de rodas. | Estado evidencial: Observado | Carga sobre cuidadores é documentada principalmente em Pompe; não extrapolar horas a outros tipos.",factual,1,COPY-SOCIO-CARE-003.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-CARE-004,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,cuidador,painel-gsds/src/data/socioeconomic/burden.json,brd-pompe-caregiver-mental,both,default,"Pompe — cuidadores/pais em estudos citados | Problemas de saúde mental em 50% dos cuidadores avaliados e sobrecarga moderada a grave em 57,1% de pais de crianças com Pompe. | Estado evidencial: Observado | Instrumentos e amostras dos estudos originais condicionam a interpretação.",factual,1,COPY-SOCIO-CARE-004.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-003,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/data/socioeconomic/cost-layers.json,title + summary,both,default,"Camadas de custo | Os custos disponíveis não representam uma única cesta de recursos. Dependendo da fonte, podem incluir medicamentos, internações, consultas, dispositivos, cuidado domiciliar ou produtividade. O custo mais visível não é necessariamente o maior componente social.",metodologia,1,COPY-SOCIO-COST-001.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-005,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-002,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/components/socioeconomic/CostLayers.astro,do-not-sum note,both,default,"Camadas monetárias não devem ser somadas entre moedas, anos ou perspectivas sem normalização autorizada pela fonte.",caveat,1,COPY-SOCIO-COST-002.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-005,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-003,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/components/socioeconomic/CostLayers.astro,PERSPECTIVE_LABEL,both,default,Perspectiva: Pagador | Perspectiva: Sistema de saúde | Perspectiva: Sistema de saúde | Perspectiva: Paciente | Perspectiva: Sociedade,UI,0,NONE,N/A_NOT_FACTUAL,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-LAYER-001,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/data/socioeconomic/cost-layers.json,cost-pharma-observed,both,default,"Farmacoterapia observada (Pompe) | Receita farmacêutica global observada em 2024 ≈ €1,4 bilhão (Pompe). No Brasil, uma contratação pública de Myozyme (fevereiro de 2025) somou R$78,4 milhões — âncora de gasto, não tamanho nacional total. | Camadas farmacêutica e hospitalar são incomparáveis entre si.",factual,1,COPY-SOCIO-COST-LAYER-001.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-005,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-LAYER-002,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/data/socioeconomic/cost-layers.json,cost-hospital-datasus,both,default,"Utilização hospitalar SIH/SUS (E74.0) | R$533.796,75 nas 997 AIHs E74.0 (jan/2020–mai/2026). Mede hospitalização codificada, não terapia ambulatorial, dieta ou cuidado doméstico. | Valor médio por AIH e totais anuais não representam custo por paciente.",factual,1,COPY-SOCIO-COST-LAYER-002.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-005,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-LAYER-003,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/data/socioeconomic/cost-layers.json,cost-pompe-qaly,both,default,Avaliações econômicas / QALY (Pompe) | Avaliações econômicas identificadas encontraram razões de custo-efetividade elevadas e sensíveis a preço e dose. | Custos internacionais não são diretamente transferíveis ao Brasil. Parte da literatura econômica possui patrocínio de fabricantes; exige transparência e triangulação.,factual,1,COPY-SOCIO-COST-LAYER-003.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-005,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-LAYER-004,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/data/socioeconomic/cost-layers.json,cost-household-diet-care,both,default,"Carga doméstica e dieta (qualitativa) | Em GSDs hepáticas, o cuidado doméstico e o tratamento dietético podem ser economicamente relevantes mesmo quando internações e medicamentos específicos são limitados; dieta e insumos são capturados apenas parcialmente por bases de pagadores. | Sem sizing monetário GSD-específico uniforme na síntese para dieta e cuidado informal fora de Pompe.",factual,1,COPY-SOCIO-COST-LAYER-004.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-005,supported,NONE,keep,NONE,NONE,NONE
COPY-SOCIO-COST-LAYER-005,/analises/impacto-socioeconomico/,/analises/impacto-socioeconomico/,custos,painel-gsds/src/data/socioeconomic/cost-layers.json,cost-indirect,both,default,"Custos indiretos e produtividade (qualitativa) | Ausência no trabalho, redução de jornada, aposentadoria precoce, perda de produtividade e tempo de cuidado informal são descritos, mas raramente com estimativas comparáveis por tipo. | Literatura descreve efeitos sem fornecer estimativas comparáveis por tipo na síntese.",factual,1,COPY-SOCIO-COST-LAYER-005.C01,EV-SOT-SOC-001 | EV-CLAIM-CLM-SOCIO-005,supported,NONE,keep,NONE,NONE,NONE
